Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
3.285281137,4.223702927,5.287371117,6.993767899,12.54863213,7.03742744,7.94242,-0.262164961,6.167643682,2.90144493,3.509392689,8.078139204,3.015433356,2.36886316,-1.209675984,-1.918351666,0.687662908,-0.763772888,4.670903741,-1.222103248,-5.632347934,-7.27135603,2.245595652,3.383531403,-7.039965461,-17.97746279,-9.583754927,-4.639225646,-6.571491313,-8.122524787,-6.039266983,-6.093748752
1.752612556,7.613704398,4.130863091,8.058718172,3.065284432,3.721044876,2.587880681,8.743484643,-1.656467886,-2.275577314,4.433940532,-2.895464117,-1.301991028,1.142078172,-0.608633678,-2.459084447,0.504870962,5.849658105,0.694741997,2.87115484,-0.991793551,3.576825434,-0.7155117,2.862628268,-8.067745777,-6.439380761,-7.326173586,-3.388194383,-6.380935675,-3.742433575,-6.523224204,-6.836879476
-0.139145086,1.964756357,0.583415493,-0.38144002,-3.628846273,2.214669757,-0.417871768,-2.478103315,-2.500010821,3.341554397,-0.076508448,-8.598560473,0.247340977,-2.063289253,0.23518694,5.065109558,0.87039433,2.111734548,3.97178501,2.482021853,0.620886973,5.389312352,12.34739788,5.747005812,0.879402495,-3.440168173,-1.986287851,-1.468075458,-1.556453468,-5.895504202,-8.205725699,-5.235984432
1.658714191,-5.4284982,0.700135054,-11.42369216,1.397852618,6.562664455,6.106635675,-15.2355987,6.906472689,9.786654151,-3.218395347,-1.147478655,-0.845106483,-4.982394157,-5.1225163,8.184896494,3.325313589,-4.284843865,9.83894555,3.640417205,-2.777473646,-5.521216319,6.230821616,9.252827494,8.79827787,-11.87031861,3.82566135,4.566601318,2.415739972,-11.23861485,-3.981380096,-6.121103904
2.628856323,-2.365481343,4.166104145,-7.253805119,4.112989481,6.791673345,6.694695661,0.79934417,5.489734593,0.002253412,-2.004111724,-6.821565869,-10.0605209,-5.999635845,-6.219701159,-2.209500297,2.666902506,2.516354271,5.639137839,8.965498372,-1.273637278,-4.345320831,-24.86328498,6.22731042,5.30212003,-3.457007619,10.34225493,9.190349126,1.857662814,-11.6884732,7.982109497,-2.813304765
3.980473567,15.14174495,5.991924401,10.39986493,-5.960716925,2.006176986,-7.454439441,13.48007891,-18.08033597,-4.938508844,-5.426352291,-20.47336768,-5.7288332,-8.106569578,2.214140048,-4.957476699,2.222033974,12.88225251,2.816695359,4.248407082,6.576963979,13.05021757,15.72609282,1.586506987,-3.948933754,-7.474774077,-9.408182657,-4.636949981,-4.421881125,1.574626265,-5.148605177,2.26772706
4.037170954,16.02954247,1.935286519,6.753829486,-14.77762092,-1.108901532,-13.25492748,0.562160201,-23.89794824,4.216504721,-7.844037524,-5.811496213,8.62097624,-5.691860454,5.343809979,3.980012616,1.854714641,4.749774055,4.904226225,-6.651180267,4.950062679,12.00587535,63.74009593,-0.711319092,-2.834478159,-14.43217731,-23.72095564,-14.73198134,-3.943479366,13.04198473,-20.67961685,3.365953607
-2.983273375,-8.96290087,-5.69017968,-14.41988048,-9.059749468,-4.552594428,-3.056478353,-16.17224031,1.704817001,5.261973705,-0.672684122,18.42053301,9.325667723,5.963344518,1.935432122,4.595363126,-4.089819442,-11.7466985,-1.594768456,-7.734911126,-5.353742209,-8.243630812,8.92690001,-4.319144146,7.794453745,20.39350938,8.019760066,0.356921896,7.244901932,3.673977392,0.336735049,4.698405093
-7.314850794,-9.979822496,-5.232034214,-4.058684526,1.467819999,-7.729834463,0.438038554,-9.724224288,9.846021172,-2.401171595,7.171362125,14.24035706,4.498071531,10.66855395,5.159537359,-0.811059955,-6.814863323,-7.905820672,-10.58734985,-5.534801324,-3.69561781,-8.834400464,-30.37371385,-7.143356422,0.968391385,26.71679939,15.87434536,6.006380242,6.371409613,-0.144108435,12.88896447,5.969662262
-2.96793639,13.55142175,2.887681646,21.76886008,5.111687532,-5.764589163,-3.984996411,17.13742696,-4.744243799,-3.910589808,8.362994985,-0.389437164,6.391829599,4.777939587,9.266777785,-1.548218836,-3.55905947,4.437113311,-9.415082754,-7.603489351,4.181536224,3.954842857,8.877803122,-6.467488864,-17.86651869,-17.81308458,-20.27570407,-8.54580199,-7.092487015,13.11702353,-5.023800077,3.147589461
-0.408535754,8.853539464,2.570980538,9.212725467,2.428938225,-2.449179863,-0.68816923,23.05173763,-1.881512926,0.726043076,4.70291171,4.196185297,7.850308313,3.675503974,3.77397145,-0.083476684,-5.16276347,-2.481654097,-2.768343399,-7.23592455,-0.742655432,0.323979081,22.63682318,-5.486827962,-11.19880812,-16.91052603,-19.32148444,-9.844062891,-7.113700901,10.64103938,-10.27879006,-0.588270984
0.760553592,-6.614349825,-2.972000725,-12.75798433,-3.674956598,-1.463885638,3.191466855,-3.007027656,6.038718217,4.294522969,-1.54539509,13.02909422,5.1375716,1.991860648,-2.41108345,1.444278852,-4.959343244,-10.02880096,2.452219939,-3.374362045,-4.952242061,-3.551979789,13.44572319,-4.314288522,7.426124494,12.01872088,3.848624676,-2.238139098,1.064239611,-1.47186309,-4.474925429,-2.331092197
4.25162135,3.174248879,0.23651123,0.087584951,-4.697425518,-0.98604168,-1.01706633,-7.980037171,-4.615464255,-0.430936191,-6.06456254,0.257532467,-2.014953468,-4.93585264,-2.159232046,-1.17383534,2.630515075,1.271305819,2.61624906,0.591908583,3.140266129,6.335838176,17.42244432,-2.975719191,3.143479367,12.20020612,-2.563300093,-4.620897045,-1.645924996,0.615617622,-7.078012894,-3.016067751
2.769442027,5.99229849,2.232448693,10.27728192,3.218808922,-1.31643857,-2.56764372,14.97840994,-7.515805391,-5.335532009,-5.957550236,-12.5206642,-5.206266641,-1.975439902,-0.786631744,-4.333844784,3.418731757,5.656394306,-0.963782795,1.731385678,4.100486437,6.089658043,4.403083702,-2.629056219,-4.798555384,15.40095072,-6.353333847,-4.682657906,-5.204595406,-1.081638733,-4.851969057,-2.187974086
0.127260607,-7.884494956,-3.608834639,-5.667058333,4.733836983,-1.451969332,1.164443344,7.465416178,5.901628609,1.366389498,-1.879375198,2.884379863,2.600286721,5.004789228,-0.462258377,1.818976385,0.175015534,-2.750123234,-0.595710171,0.738861712,-2.374129478,-5.077037778,-7.602640318,0.273722589,1.350928115,6.792157882,1.037973522,1.805088511,-0.253532718,-8.037203535,1.89495937,0.508253417
3.095942525,-3.628484248,-3.555072556,-7.155969719,-3.683935933,-0.350235201,-0.585440297,-16.07572735,5.596735067,3.262711579,1.748370119,10.71805967,2.410253971,-0.53263364,-2.181942788,4.944949858,4.293374842,1.985750111,1.574678072,4.179787895,3.218102122,-0.137276225,-5.260204499,3.850141528,2.768311449,-19.14980698,-0.678798794,4.31266818,2.320948073,-0.908145189,3.268920369,0.333967988
3.31174184,5.195521076,-0.209388857,3.892734336,-5.33776108,-0.370414208,-4.249102792,-7.101147488,-6.55642704,-3.769503814,-2.824071366,-10.30172098,-8.320885612,-7.762649323,-6.709265572,-0.584769131,5.206472227,8.163840641,1.792238795,6.602516218,8.770519444,12.82845738,-3.094642782,3.430548473,3.87626754,-5.519543381,4.377127842,3.695588488,0.881363762,5.293875982,0.467367054,-5.074887679
0.010870974,-5.454632946,-3.027547504,-6.117488362,-2.316585272,0.017812223,-0.818287942,-6.977571166,-6.682650882,1.151020604,-10.29849844,-14.92990013,-6.533537188,-5.810279508,-6.696992663,1.560057154,0.77649116,-2.276017313,5.130441171,1.172164577,1.192224721,8.218313382,8.570872295,3.637191036,15.32297265,18.26157141,13.5835712,4.005184614,3.600273459,-0.489119445,-2.575789635,-5.206134234
1.925606956,-5.008752527,-2.891825428,-8.185861512,-7.500184062,0.758024292,-1.83862869,-24.82018433,-7.153247452,6.460269217,-8.96556625,-3.429225802,-0.802309603,-5.969069492,-0.926086818,5.172184548,2.944092705,-2.893171865,5.584134303,-2.818767878,1.657642205,3.597727012,22.23856173,3.980004989,12.25119164,10.09012806,3.932858285,0.27902569,3.453639059,0.958199506,-4.574282819,2.493874337
3.900785269,11.57453674,-0.345001163,11.62677268,-11.80869856,-1.923974437,-10.28102279,0.515711962,-17.08947135,-0.43555153,-4.597211414,-10.31963598,-4.178091573,-10.95939976,0.676788268,1.368624749,4.989328671,9.709574838,-1.767809096,-3.854592536,10.48855334,14.68668118,31.67218912,-0.035903527,-6.081028436,3.877544522,-14.08072726,-8.046641317,-3.539986405,12.09019482,-10.4201197,2.587580678
-1.973098428,2.090572653,-3.896934013,4.927310958,-3.152772908,-2.39804755,-4.251739346,21.65795559,-6.935923736,-1.066487337,-0.793722422,-9.780604335,-4.116853365,-6.247250909,-1.694849837,0.927252627,-0.087050793,4.802485693,-4.526159498,-2.22196468,2.543331762,7.964148564,12.70401437,-0.572968583,-4.947236753,1.063775694,-5.717822024,-2.139270981,0.653673145,12.23707748,-3.407317084,-1.643523952
-8.624864666,-18.4603944,-3.505609087,-12.68937671,8.256354648,2.163668244,9.472935502,-13.11119603,16.96252116,-1.611155568,8.68984353,6.122401623,-3.965775879,6.282285139,-0.305526979,-2.338206311,-2.716333779,-4.372094859,-3.166868757,7.623299782,-8.378761453,-14.90353102,-52.64235151,2.884099878,6.160925208,-3.987772751,24.69268768,17.3171075,12.37222249,-1.840284203,23.96383856,3.655913029
-8.255905639,-7.119179991,2.589913032,4.739063597,8.262776847,1.905174133,4.249291816,-14.94116028,12.81322239,-9.49046479,12.96080108,3.480577406,-5.670960037,7.150229203,2.197795752,-9.12785247,-2.928313995,2.665910978,-7.391072164,7.567176103,-0.347630092,-7.897096246,-61.00514026,0.27768021,-2.12438778,6.728920954,20.89542562,13.37410557,4.748551742,-7.491192848,22.06204171,5.121698442
-5.304236518,5.10170803,1.408846986,12.09196031,3.217789367,-1.463817345,-2.865792473,24.6509484,-1.643353855,-2.773795087,4.870257551,-2.63954806,2.219304391,-1.088693656,0.935054752,-2.540163062,-5.928066075,0.642630459,-7.80492003,-7.863893317,3.646888099,7.519068214,8.516337373,-2.099494578,-7.505395185,10.46102743,-9.559297035,-6.805812329,-7.321444148,0.144530688,-8.317498121,-1.901131172
-3.330275803,-8.021751639,-1.050089623,-11.17608237,4.420683253,1.84304006,6.037404528,15.79319283,5.837945615,7.407836813,-0.089584058,4.732735912,5.772562038,0.389197323,-0.759441572,4.296510464,-4.091175938,-11.02441393,0.661151681,-8.293731286,-7.589677266,-7.782134611,11.10476545,2.11809645,4.545303091,-2.183203081,-2.348889739,-1.669009262,0.796068847,-1.909230963,-4.36802816,-0.069775061
1.102069442,-6.545946176,3.60201741,-6.932164828,5.863755089,5.442790782,6.810808037,-6.357810783,9.088949323,-0.435910386,2.211603024,4.972193873,-0.464672638,7.684090075,0.443248414,-2.100237393,3.283884443,-4.303300836,5.226795764,3.204339612,-9.022646292,-16.36869306,-28.53509227,2.408996327,2.374779488,-11.41829004,12.0051996,8.160656553,4.338980478,-8.408124782,10.60032315,2.067408595
4.084611005,10.46026716,5.175167173,14.71220937,3.1605268,2.789631836,-2.947361803,5.983447859,-0.896608152,-6.427696014,3.827300422,1.747314748,1.200105305,5.97558589,1.702538415,-4.870526093,4.86820919,6.970108928,1.783191586,2.275005546,0.456083643,-0.302266902,-8.355215958,-2.145738665,-12.80743728,-15.50037141,-6.564599879,-3.242501711,-6.802038541,1.314218091,-2.663275964,-4.959884589
0.730698065,7.911065949,1.969213424,9.270567017,2.704938906,0.506175261,-2.296372525,5.534656487,-0.554962786,-3.748850434,4.905319447,0.670427955,2.769129582,-1.279735159,0.568702686,-2.341805817,1.67677782,5.518787566,-2.343960144,1.531083413,3.89009429,3.906065698,-3.077934428,-2.952241334,-11.7859059,-2.993789257,-8.045698158,-6.306990753,-6.9253293,6.785950273,-3.16147181,-3.034606034
-1.191491784,0.745463932,2.61665485,1.237201238,1.941264636,1.363801741,1.135123463,-6.805252885,2.340634464,-5.894000684,4.318770991,-6.487389709,-3.203084096,-0.48617602,1.232343551,-3.15547345,1.855830217,6.429018594,-2.838825071,8.190210347,3.236312272,-3.608963609,-31.71872492,-1.462291666,-4.963666215,14.53527767,6.520663371,3.07374863,-0.786078926,-4.900975856,11.73016707,4.999907857
0.234774229,2.381584443,4.863408798,3.80962612,1.212968305,3.185631093,1.726851999,-5.643891865,3.762791639,-6.372064498,3.190649405,-4.547311044,-4.093993566,10.12568643,5.491366375,-3.40188954,1.516281429,7.802899846,-0.703256881,9.738865121,-1.45981214,-8.452562002,-34.93275538,-0.070783839,-6.239637964,-1.149373114,3.684953575,5.370995889,-0.929573431,-9.410272305,14.51270003,4.795142843
-1.944944049,-4.448626666,4.525034732,-2.762773301,9.313556244,5.689523045,9.440815724,-7.665141092,15.74460207,-3.076734598,5.222982566,5.811937802,-5.544970541,15.50591622,6.086232287,-4.605270086,-2.015958377,-0.923448468,1.007666285,10.82163087,-11.5664051,-17.73286081,-49.99167868,1.305875115,-2.497363762,-27.39646978,13.59098105,10.40785001,4.067207174,-8.679226914,24.37900557,7.931055443
-3.221912728,-10.59739291,3.644286068,-8.669566986,15.83561706,6.004210475,14.77713838,-8.804222632,20.79300772,-2.232541489,3.813911543,4.922852292,-10.29843189,8.033453023,0.484070714,-5.195413577,-1.942739051,-7.306367857,2.095989848,12.02390559,-12.85239568,-19.65552242,-61.14467148,0.462580364,5.198707834,-25.56822847,26.67741991,15.70956883,9.122536391,-15.3754141,30.88047693,12.38508831
0.918179239,-1.790710191,3.049781536,-4.399958532,7.577389195,2.781989088,7.81953224,-5.152458771,7.389870381,-0.239797157,-2.060476032,2.358324875,-6.895688591,-2.339021648,-5.174384197,-1.081368874,0.822604999,-4.058183224,3.395641735,5.478190779,-2.605111169,-4.445354581,-15.26472977,-0.426630378,5.420734742,-8.38689803,8.706652341,6.692105481,3.236231174,-10.78412677,8.201579243,1.256090873
5.127571267,7.994095437,2.322994571,0.57319218,-3.322869739,-0.345263204,-1.169297168,-5.922497792,-4.89340418,1.434914809,-4.722121422,4.107636015,-2.227152945,-10.30064561,-7.642551755,0.197975626,1.510639015,1.109596339,3.986877675,-0.730141128,4.777831531,9.974138022,28.76007365,0.226441985,2.584490236,3.25997607,-8.582892192,-4.2172812,-2.519475127,3.181403705,-13.92419334,-10.61006133
7.070946581,6.086713968,0.525539444,-0.19839808,-5.750948744,-1.800005935,-4.177910918,-5.859866932,-5.860149251,1.149895355,-5.263339715,2.093636547,-0.907193181,-10.18136607,-5.200734188,-0.212713384,2.452124615,1.559344758,3.525480833,-1.486375503,4.541826164,11.27636601,28.04559079,-0.425476978,3.494748893,3.994826921,-6.71510538,-4.296909644,-0.798674908,2.204363148,-12.40657287,-6.479662343
5.302138344,-0.00152145,-2.56060206,-5.688426117,-6.80616901,-3.476151611,-5.111551008,-7.932979662,-5.157466147,2.584971748,-5.696503808,2.187441698,4.247082303,0.678078348,1.450595922,2.841285059,1.318395003,-2.617481273,0.851332619,-4.217865105,2.187974484,7.023191221,22.92815264,-1.179546516,5.064670941,8.027138339,-6.048067619,-2.321424534,1.700832876,-0.611633626,-7.286688998,-1.679203
2.405216487,5.578954142,-4.230102347,-1.971690866,-11.7631534,-6.934025156,-10.20065901,3.277671,-15.39980234,5.255310584,-8.018989779,-0.791086882,9.119038909,-0.585327653,4.316674238,5.479535025,-3.53860642,-3.578451022,-1.258295745,-12.9163274,3.115257063,11.28667771,55.22523449,-1.302368899,2.055998069,20.83583917,-16.16577338,-12.35745162,-2.228764806,11.54839706,-20.67693806,-5.581989165
5.076336044,12.99873799,-4.96607701,5.172291087,-14.3435051,-9.843258574,-13.08566188,30.00382353,-26.17892144,11.61490561,-13.70696185,-8.227560072,13.67773133,-14.44396203,2.171252843,10.68477587,-4.443122948,-4.350855869,2.242212763,-21.81356673,4.511239918,16.31049384,101.0484666,-2.187314901,0.145641555,17.04835738,-30.8910433,-25.640149,-7.996778342,14.92094314,-39.02382124,-6.484649236
4.01518859,-0.610394615,-7.124970517,-7.688993363,-9.459130418,-7.523811757,-3.915518219,18.90774596,-13.74784783,18.12780333,-9.550021448,1.450870248,21.17917498,-7.733291995,2.779310745,16.59998539,-4.398250788,-13.70717751,4.431629193,-20.46007226,-2.041857625,2.700117197,80.64962484,-0.170414788,5.400604545,5.292842435,-24.79098814,-16.93784662,-2.886346011,-0.043819201,-27.18118106,-1.562963281
-6.616433767,-13.9942734,-8.080786402,-20.11688783,-5.875596307,-2.25422127,3.828139128,-10.58218973,3.792801106,15.76164982,4.459213987,16.98188614,22.82433059,7.767799653,5.19126605,14.96463709,-9.327651351,-17.53895955,0.69619628,-13.35551427,-8.845475673,-9.195686909,28.19633832,4.040798824,6.779272486,3.344975756,-6.626170764,-0.805189446,4.529258553,-4.822928862,-5.818627719,0.698029476
-8.448691288,-3.030114828,-6.073491906,-8.71971876,-9.280842568,-0.66224483,-1.947497284,4.280567944,-1.687822751,10.19340062,5.50961869,10.16290335,15.98131612,2.759120866,3.380593879,10.46629214,-7.687441777,-6.73539679,0.796964619,-10.38962349,-3.217966242,1.966744071,37.0796224,3.459853162,1.185321273,-9.076463614,-13.49730498,-5.62507585,-1.28425483,6.244194907,-14.84115566,-1.261406593
1.562197899,8.659162186,-2.577188137,5.272641536,-6.815251486,-1.120745276,-6.526028263,18.64798569,-9.981120176,3.40983688,-2.5335147,-4.314041873,4.628917486,-4.963020743,-1.423129842,2.770502407,2.053627865,3.415781892,3.511107428,-3.500430892,5.309728187,10.25685622,40.64490346,-0.027137731,-0.387783564,-12.72823014,-18.95875258,-10.15320369,-7.764182272,9.046945168,-21.53313637,-3.883296575
4.876183582,6.701154152,0.583002226,9.352313739,4.203723256,1.026122936,-2.252145936,3.060504605,-3.864882214,-5.845228101,-1.320472697,-7.428963253,-6.306951544,-3.394596406,-5.00636391,-7.303498122,5.078170657,6.573753438,1.321414012,5.618435883,5.220464772,3.330085885,-6.023949071,-0.244487363,-0.131723202,4.799444901,-0.507309189,-0.348780829,-3.885044679,1.574962997,-4.747810501,-4.707530023
1.265116193,-0.713276964,-0.153083258,3.423778519,7.115785657,2.875115184,2.262705921,-0.501339152,3.653159903,-3.973157006,0.218588879,-5.342627166,-7.171756256,-1.52634529,-4.763678503,-4.740350903,3.751982232,4.649790841,1.165615946,4.601515788,1.724768582,-3.484331857,-19.82664982,1.042769731,1.603419529,0.273453847,8.231000532,3.44637399,1.357248327,-2.531276749,3.088043159,-1.022359835
0.552173664,-7.606440547,-1.079614257,-5.22319954,1.024152429,1.572248256,2.764288958,-8.681284945,5.814666328,1.096490078,-1.648704899,-1.840069368,-4.790583051,3.732449358,-1.291519415,0.687302254,6.544134449,1.934731632,2.572632365,4.4788461,2.374328168,-6.644136915,-16.98702937,0.325152799,4.810978574,-5.785900604,8.531616111,3.762609517,2.383338712,-2.375459863,5.214546736,3.777256284
0.124061954,-1.248318656,4.918441685,7.946601634,1.310139859,0.759567497,-0.549193966,-21.47751545,2.27335782,-9.083441434,3.483390494,-1.123398249,-11.57776187,4.793758539,0.654807611,-8.278112225,6.755234287,8.849242532,-3.046416965,10.20961472,7.745783278,-1.843340842,-39.93377568,-1.516180872,-4.240530542,11.19357991,11.85646578,6.614199593,-1.777191858,1.311837502,12.607948,2.28714591
-3.437237902,6.461735013,7.625952895,22.23289291,7.563225727,1.35715824,-1.47093442,4.939181603,-0.188436512,-15.55598007,6.511963011,-6.011861282,-15.47292759,-2.145606533,-1.062603514,-13.79176437,2.19667018,13.34215594,-8.59291397,7.325928958,9.589671903,6.843729669,-40.3938477,-2.428312732,-12.11083054,4.960170746,7.946925482,3.662558333,-4.807237293,6.27098706,10.50114277,-1.861556008
-5.965645896,-2.498745174,-0.339472309,8.357766672,5.282826737,-0.34365651,0.874659573,25.86637784,3.205252852,-7.201638197,1.664457229,-5.114271092,-8.47490409,-1.35817673,-1.689406072,-6.448641286,-0.35347433,3.791531399,-7.840828445,0.652020928,4.330085328,6.153850502,-20.05055251,-2.045111264,-2.431870081,-8.515704876,7.721603998,1.452020826,-0.12650633,6.464049462,5.95341309,-0.971311245
-3.434276574,-4.643912428,-3.070745843,0.33844467,-2.978954911,-1.715960196,-1.529257156,2.181326617,1.137039114,-2.504610637,1.227255794,3.971240487,-2.742143784,2.149931997,1.715945704,-1.448713392,-0.674351387,-0.026252798,-5.367752089,0.192648068,1.296212182,3.295902606,-8.676442524,-1.294971863,-0.093087996,-2.184126707,6.057516398,2.262992351,2.286633273,5.31148273,6.14105131,2.819936982
-1.373242821,0.102628296,2.005038802,3.692316253,0.02469398,1.314662576,-0.832807412,-11.81920657,0.353401193,-1.694648863,3.301869335,6.476738825,-3.36797772,-0.043808516,2.718207119,-0.994522967,-1.954115931,2.284753449,-2.687083007,1.499177073,-0.839182434,-0.537012421,-10.69750675,-0.384018883,-4.882979061,-7.646641566,1.577393941,3.609449575,2.601156886,4.324398711,8.704467614,5.164401298
-5.842885492,-7.862211323,0.286698971,-4.433209708,6.815953702,2.272073784,4.606391826,-1.822351089,8.220417519,-2.040706515,1.332520715,-2.556546038,-6.521827272,1.165022692,-1.690415679,-2.820304933,-3.898815637,-1.350842049,-3.765716146,4.415582683,-5.950727746,-6.212205834,-34.60377331,0.035671413,1.689212122,2.250237936,16.39453858,9.842343577,8.090379085,1.992190141,17.21862524,4.744678785
-8.404533283,-5.136364125,-2.635077239,1.418690509,0.027864414,-1.882223915,-1.112349044,-2.732909532,5.153936541,-9.321445315,2.974966434,-9.498554768,-7.250235478,2.183636529,-2.03629443,-6.212623912,-4.386682855,3.449453104,-9.277383259,7.642108946,-2.916096713,2.558195593,-43.79555256,-1.122311235,-2.161705441,31.33060255,21.0977491,10.29426768,6.282641325,3.404884436,18.57373254,3.489613401
-4.041441822,4.039344548,1.057088942,11.35607302,-4.030085273,-1.899290332,-5.238918734,-12.22950939,-0.6111456,-10.19023544,6.361198741,-6.134784883,-4.027314565,-0.711678913,2.297510993,-4.229439422,-2.781559371,9.911335871,-7.489629772,7.904048522,2.47762855,9.180131852,-26.84415808,-1.401055449,-10.47080061,16.69766688,3.979681736,4.882034656,0.735143916,1.180287364,13.89607446,6.375797605
-0.446818317,-4.299942018,3.583410167,-3.397547042,4.491728921,3.319248879,4.331490343,-15.03668453,4.762382065,-2.085477096,1.776714644,-5.490850333,-4.231134055,-3.167174962,0.566831052,-0.727380538,-0.188262736,2.95824283,2.599444558,8.973528482,-1.65761115,-2.986043233,-21.13976473,1.393618118,1.552384989,-10.07604406,5.016398463,6.794201495,4.675875239,-8.131369592,16.69359233,9.573011811
2.647137068,-1.146886805,5.199247788,-6.143672204,2.305701887,5.137732413,3.91108202,-6.866588532,-1.889287137,-0.293812563,-5.393698309,-12.98248761,-6.43517364,-7.122731153,-3.043960729,-0.365216908,2.903544597,2.276804103,8.553173794,7.259562009,-2.058311022,-3.394017283,-1.228452364,3.994840371,5.173256703,-5.975792767,2.878307435,3.511034268,2.482543191,-6.855475717,7.912554808,5.049042282
6.151487145,11.08612599,5.443362838,2.126575372,-8.725074409,3.011953243,-4.636724774,5.754993495,-12.01082786,0.547147559,-7.496761523,-11.94293506,-2.254499682,-5.674046234,-1.425341006,2.630277099,3.836351212,5.069592154,7.530245175,0.293721054,0.299276511,6.441749477,28.08161109,3.694810551,-3.153446945,3.529405905,-13.80223407,-5.275042593,-5.325628433,-1.538506217,-9.191943825,-3.075673227
4.474791568,0.129893223,-0.509557572,-11.42726503,-5.187908942,1.488336006,0.714328791,4.122408669,-1.685826471,6.041714618,-5.336435086,-1.38821439,2.94275647,1.226995056,-1.587815817,6.019199957,0.84619052,-5.874742694,4.928658665,-2.90685876,-7.500362481,-1.924099626,13.33588788,2.624183155,5.393989443,18.3446697,-3.438321901,-0.412665334,-0.226760789,-9.267195881,-6.442482034,-7.517490917
2.343873945,-9.036667533,-1.543072941,-16.61774137,7.839582013,3.358297979,10.31081617,-7.36684791,9.044035406,8.442334196,1.077253951,5.567532069,6.258742313,3.369201478,-2.259472251,7.385982949,-1.039446291,-12.41391924,5.099313984,-2.495891277,-11.54036196,-16.17132405,-10.83346962,3.181618563,10.29403944,2.607756238,10.26241965,7.398067469,5.458750481,-14.58577228,2.988028906,-6.383660484
3.137071614,-4.432726182,4.136914068,-7.868592249,13.48216412,7.054793876,13.07583902,-8.188855463,11.28812321,8.44713839,7.245219006,11.15803202,10.30553406,9.393873676,1.669519114,8.219347691,0.079102824,-9.478857874,6.994780147,-2.387778087,-6.287665191,-21.12557032,-15.18184991,3.87298576,2.782207599,-50.4686609,3.652644772,7.099470483,2.0940503,-12.09270691,4.047403681,-1.722952343
2.759230504,-0.302157487,2.927956818,-4.826758241,6.650627832,4.390783328,7.612978097,-5.027407146,9.223691788,3.088988365,6.303767983,12.11314214,6.777286012,13.24661674,2.721485015,1.695836633,1.882570011,-4.476370393,3.714416135,0.90620309,-1.378846296,-11.05942092,-16.00852636,1.56238425,0.751948601,-36.00661264,1.232928348,3.615330732,-2.430891564,-10.56123207,0.09185858,-1.191807873
4.37516688,11.18436436,0.039201013,8.57700121,-2.0754208,-2.693593258,-3.913197954,-6.31525467,-1.35791332,-6.182590806,3.318846244,4.162291727,-0.973876712,1.276934157,1.224597448,-6.868066172,5.015836868,6.256842738,-1.712004607,2.965908667,4.625242149,6.91473263,-1.726901532,-2.031955474,-6.168478585,12.27431993,-5.19422673,-3.879222846,-7.084412406,-2.28939641,-7.981540677,-3.763233058
5.08914039,8.498472862,0.132129958,9.037445504,3.206330945,-2.724133946,-1.542406833,2.568976108,2.153690945,-3.273229261,3.305440981,5.85416561,1.584807547,-0.773445598,2.526298845,-4.475143798,4.867582886,2.001531616,-0.52871855,-1.361538057,2.281643622,-1.468668565,0.277435569,-3.458853845,-7.246279746,-10.32409134,-5.434880772,-4.581789747,-3.462194786,1.946762433,-3.552134362,-1.124346615
-0.134680867,-9.556997976,-4.420261507,-10.1950196,8.424544823,-0.992847957,7.377908652,14.25378856,14.01391394,3.073563903,1.041371551,15.66965111,6.135010447,9.377679149,1.721169142,-1.617704129,-0.020246377,-12.56519292,0.621034629,-5.189391486,-6.290449268,-14.93316545,-11.97966868,-4.794132574,5.787232208,-15.76633232,9.06926706,-0.443886056,3.333822625,-5.716355082,4.240944369,0.475430094
-0.761092151,1.827351359,-5.345184237,1.813312547,-2.182594276,-5.100376195,-3.243666177,5.345616936,-0.809281769,-2.345285795,-3.974153309,9.521458394,1.66454384,2.534138494,0.794383763,-5.89398727,-0.3516007,-1.487935109,-2.962685309,-4.430681257,1.526296152,7.01351558,15.69529937,-5.844129225,0.618392094,25.21307503,-3.79059104,-9.452145898,-3.836105286,0.350160421,-9.595998114,-2.510050858
3.386907216,14.47256756,-0.107711626,15.0272439,-6.727839726,-5.713327866,-10.75913832,-3.190703724,-13.23476266,-1.876279724,-6.89405474,-2.265399367,-0.924566336,-4.486490506,3.185124855,-3.222379633,0.103113659,7.418073941,-1.879881832,-3.949349523,7.757808417,15.98098742,37.89153548,-2.823585966,-6.874686036,11.42203356,-18.34640986,-12.92606616,-5.875465579,11.86084584,-15.71225976,-0.715882886
1.232883225,-2.585662925,-0.852765131,-4.447800208,-0.084683544,-2.747569838,-1.146171821,11.09377483,-1.433680167,6.509178586,-5.664108209,-0.302094943,2.727602332,0.280131125,1.357730969,4.285433537,-5.653104409,-8.034262205,1.246703569,-5.785926629,-4.121584742,-4.429725158,18.85737213,-0.480418189,6.011256205,-7.149941375,-1.192594536,-2.302434938,3.678098644,4.333097725,-4.396701462,1.197967551
